Unnamed: 0,text,sentiment,label
2353,"jo bare-bare sins aur ashlil avoid the deadly hai aur jab unhe kisi par krodh aata hai to ve kshma kar dete hain
",negative,0
2576,"hamne ise haeeve 1 par san phransisko se ls enjeles tak chalaya hai
",neutral,1
1866,"unhen n keval bahut se gairkanooni kar aur mahsool compelled to pay kiya jata perform forced labour bhi karayi jati thi
",negative,0
1799,"sabhi appellants ne apradh svikar nahin kiya aur mudma chalaye jane ki mang ki
",positive,2
1714,"kya usne nahin jana ki allah dekh raha hai
",negative,0
86,"is type ki open files open
",neutral,1
1703,"to 1 times 5 barabar hai 5ke
",neutral,1
1085,"money se aur create more money karne ke lie kiya gaya kary jo interest, dividend, muktta ityadi prapti dvara ho sakta hai.
",positive,2
2758,"mndap ke oopar ke kutas and salas aadital ke oopar ke kooton aur shalaon se chhote hain jo ki samany hai.
",neutral,1
172,"pichhe ek bari sabhi huee jismen hakim sahab aur pandit hakim ke public hue.
",neutral,1
1292,"ham 4 ko ek row gave hai aur 8 ko ek row gave hain
",neutral,1
10,"jo azasartapa un logon ke lie guidance v mercy hai
",positive,2
589,"federal metropolis washington desh ke eastern bhag men columbia zile men sthit hai middle aur virginia ke madhy.
",neutral,1
1716,"aaj base sarkar ke snsadhan us boond ki tulna men ek mahasagar ke saman hain.
",negative,0
1957,"prsiddh chauri-chaura tatha merath shadyntr kuchh aese mamle hain jinmen nyayalay ne svtntrta ki avdharna banae rakhte hue delivered memorable judgments
",neutral,1
837,"ek bar aapke nirnay jnjan ho jane ke bad paisa prapt kiya ja sakega.
",neutral,1
2622,"pumping system water ko open kuen , borvel , jal-dhara , pond , canal aadi se draws hai.
",positive,2
2172,"jahan par god shnkar parvti ji ko god shri ram ki story suna rahe the vahan kaga  shanker  ka ek ghosla tha aur uske bhitar baitha kaga bhi us story ko sun raha tha.
",positive,2
53,"CMS attach data snlagn nahin kar sakta hai
",neutral,1
2059,"mumbai men average temperature evn precipitation  table  ki sarni
",neutral,1
661,"us bhir don pulled nahin chale jana hai us toofan me.
",neutral,1
2224,"a ko ek spades ka pnja par move jaen
",neutral,1
716,"ata yadi leopard vahan sachmuch men gaya hota to bari kahin se tooti milti.
",negative,0
1732,"jin children severe sharirik aur mental physical hai jis ke s unko unki physical aur other ki vajah se unhin ki age ke child se more help ya phir dekhbhal ki jarurat lagti hai to aapko DLA ke lie arji dla sakte hai.
",negative,0
987,"fact, redit pe kisi nen thought,
",neutral,1
1792,"yah file playlist nahin dikhta hai
",neutral,1
913,". iske atiriktak pain pan data parivartan ya sudhar ke lie anurodh ya ne pain kard ke lie anurodh maujooda pain ke lie bhi intarnet ke madhyapam se kiya ja sakta hai.
",neutral,1
1055,"aur ye ki thought that men tha ki aadmi aur jin god a lie jhoothi bat nahin bol sakte
",negative,0
1174,"i is prtishthit award ko jitne ke lie unhen badhaee deta years mujhe sure hai ki vah aane vale varshon men hindi literature ko samriddh karte rahenge.
",positive,2
162,"vo standing hain, unke slightly joote ek-doosre se thore door, par zamin par achchhi tarah jame hue
",neutral,1
946,"place hearts ki queen ke bagal men place hearts ke king ko rakhen
",positive,2
2600,"jo kuchh vah pichhe chhorakar aaya hai , uske bare men ekadam kuchh n sochna uske lie bahut difficult tha.
",negative,0
2108,"s ka s yah rename nahin kar sakaa s
",neutral,1
2410,"chunen ki kaun si service snpadit karni haia  C
",neutral,1
2435,"iske viprit elesdi ka ek hi bar dam lagane se kisi latent mental illness vale vyakti ko manovaigyanik hani pahunchne ki snbhavna ho sakti hai .
",negative,0
1668,"proses aaeedi, process running chaloo pratyek prakriya ke lie ek vishisht snkhya aavntit karta hai.
",positive,2
2295,"children ko opv 5 years ki age tak diya ja sakta hai
",neutral,1
1137,"aur jinke deeds light ke  palle halke hogen to unhin logon ne hamari aayat se napharmani karne ki vajah se yainan apna aap nusan kiya
",negative,0
1948,"aur religion dharm ki spasht se us vyakti se achchha kaun ho sakta hai, jisne apne aapko allah ke aage jhuka diya aur ibrahim ke tarie ka anusaran kare, jo sabse katakar ek ka ho gaya tha allah ne ibrahim ko apna ghanishth mitr banaya tha
",positive,2
1110,"fine rasool apni biviyon se life do ki agar o  release  duniyavi zindgi aur uski finery v zinat ki khvah ho to udhar aao i o logon ko kuchh sazo saman de wives aur unvane shaista se roosat kar wives
",positive,2
639,"yahi adhikadhik skin excessive ka jharav skin par psoriasis ke lesions paida kar deta amount
",neutral,1
2311,"body ke s prishth ३९ par hain  kee sthanon par parking sthan , visheshakar , un karon ke liye rizarv rakhe gaye hain jo apne zones par orange badge ka pragarshan karte hain , aur aap simit samay ke liye un sthanon par bhi rook sakte hain , praya jahan park karne ki anumti nahin hain.
",neutral,1
2358,"b se ee tak ki line ke way poore raste chalie ,
",neutral,1
2511,"attendance ki nominal check advisable hai.
",neutral,1
202,"new channel ke vimochan ki date tay karne ke lie meeting bulaee gee.
",neutral,1
2383,"highest se highest amount jo mooly rup me di jani ho.
",neutral,1
35,"spades ki place the ten place spades ke nahla ko rakhen
",neutral,1
1202,"kyonki bala khud bad men TED men bol rahe hain
",neutral,1
1039,"aur jab  manifest raushan aayten unke samne pai respect hain to jin logon ne faithless kiya faithful se poochhte hain bhala ye to company ki  tum station groups men se superior men kaun jyada better hai aur kiski mahphil jyada achchhi hai
",positive,2
397,"india government ke pas country ki defence ke lie adequate plans v intjam n the
",negative,0
2350,"savitri ke prem ki shakti se chakit hokar tatha isi ke sath usse pichha chhurane ki utkat ichchha se yam ne use kee vardan die aur unhin vardanon ke kram men savitri ne ek manovaijnjanik kshan men unse yah bhi svikar karaya ki use satyvan se sau putron ki prapti ho.
",positive,2
1969,"aur agar jhuthlane vale astray men se hai
",negative,0
1816,"raz magicians ne kaha  ae moses  ya to tum hi  apne first  phenko aur ya ye ki pahle jo first phenke vah ham hi hon
",neutral,1
452,"vah friendly, helpful, aakarshak aur mridubhashi tha
",positive,2
237,"yah treatment keval allergic janit asthma ke nishchit cases men hi karagar possible
",negative,0
1316,"delight bhari jannton men honge
",positive,2
1396,"yadypi iska ek asa bhag faltoo ya nirarthak ho gaya hai, phir bhi hamari paramprik snskriti men kuchh prarambhik vichar hain jo guiding our future men bahut upyogi ho sakte hain.
",positive,2
2336,"mnchan ko niyntrit karna bhi sngat hoga ki natakkar tadnusar apni pandulipiyan teyar karne lage honge tatha abhinay aur prastutikaran ke nirdeshon ka samavesh karne lage honge.
",neutral,1
155,"pmo mntri karyalay men financial year 2015-16 ke rs such koee bhi items nahi kharida gaya jiska value 10 lakh rupe ya usse more ho.
",positive,2
674,"supreme court ne bhi power shaktiyon ki vyakhya karte hue kaha ki vah ekmatr tribunal hai jo election schedules nirdharit kare election karvana keval usi ka work hai
",positive,2
1774,"aur mere short talk ka shayad key lesson hai ,
",neutral,1
1882,"unhen exotic music bhav-vibhor nahin kar pata tha.
",negative,0
431,"kheti, udyog tatha rashtriy prvritti ke any vibhagon men sahkarita ki bhavna ko protsahan dena chahiye, jisse svdhin bharat sahkari prjatntr ka roop grahan kar sake.
",positive,2
2200,"ata jab free ho to parishram men lag jao ,
",positive,2
1370,"us day tak ke lie jiska time jnjat evn niyat hai.
",positive,2
1994,"aur poolis ke sath kya kya aa jata hai.
",neutral,1
390,"ae rasool  kya tumne un logon ke hal par nazar nahin ki jo aap bare pure bante hain  magar usse kya hota hai  balki uda jise chahta hai pure banata hai aur zulm to kisi par dhage ke barabar ho hi style nahin
",positive,2
687,"ya phir aap kisi serious illness ya phir disability ke karan unable nahi kar sakenge .
",negative,0
1274,"truth ismen bhi udarat uda ki ek bari nishani hai magar unmen se aksar eeman lane vale hi nahin
",negative,0
532,"d anbedakar ne bahut parishram se yah batane ka pryas kiya tha ki naya gantntr federation ke prisnghke bajay federation ka sngh hoga. federation ko alag hone ka adhikar nahin hoga.
",negative,0
607,"ayes  ya nhin  slips par members ke votes ka abhilekhan ka tarika samanyatya nimnlikhit paristhtiyon men apnaya jata haia-
",neutral,1
2335,"k kisi existing law ke provisions par, athva
",neutral,1
1427,"tribals apni aay augment ke lie bhi bamboo par depend rahte hain
",neutral,1
1179,"jinse kaphi dinon se bat nahin huee ho.
",neutral,1
2668,"mujhe vyapar prtibhagiyon ke is vishisht samooh ko snbodhit karte hue atynt prasannta ho rahi hai. vyapar saudon par kary karne ke alava, aese samaroh paraspar sambandh aur batchit men ghanishthta lane tatha apne rishton ki snbhavnaen paida karne ke tarikon ke bare men rachnatmak dhng se vichar karne ke mahattvpoorn mnch hote hain.
",positive,2
2075,"rahe ve log , jinhonne hamari messages ko jhuthlaya , unhen yatna pahunchakar rahegi , kyonki ve avajnja karte rahe hai
",negative,0
56,"vastuta jab uski ichchhaen poori ho jati hai to vah apne sthan par vapas aa jata hai, aur aannd ka, aatma ka upyog karta hai.
",positive,2
820,"UPS critical star se niche hai aur yah computer shutdown hone ke kagar par hai
",negative,0
384,"ladies aur sajjno, toast ham sab milakra
",positive,2
2182,"usi nagara shreni ka ek dvitala aur hence ashtanga ya ashtavarga , base se shikhar tak square viman , east incomplete valaiyankuttai ratha ke roop men dekha ja sakta hai.
",neutral,1
1566,"horizontal instability ke exploitation ka ek typical udaharan polar barph-topi jaise higher elbdo ke regions men hastakshep hai.
",positive,2
2483,"something mana jata hai ki focus karne vale ka dhyan bhng ho chuka hai ,
",negative,0
1447,"diff output ke sath failfoldar blend karen
",neutral,1
392,"yadi yah saty par niyat kiya jata hai, icon and list drishy shows folders prior ko failen ke pahle dikhaega
",positive,2
2207,"bharat men anek adhikaran aur sngathan studies and surveys ka aayojan karte hain, sath hi arthavyavastha ki vividh pahluon shamil karte hue ek niymit aadhar par riport prkashit karte hain.
",positive,2
1356,"koee such   s nhin
",negative,0
938,"aesa rule jo value men equality ki vyakhya karta ho.
",positive,2
1046,"kuchh aesi hi bat pharook happening ke sath ho rahi hai
",positive,2
823,"ham jo hain vahi bane rahakar vah nahin ban sakte jo ki ham banna chahte hain.
",neutral,1
465,"kuchh log snbhavta sunghni lene ke lie koee places jagah bhi out-of-the-way sakte hain , jisse tre aur ba sakte hain
",negative,0
2705,"finance bill 29 march 2000 ko prkashit kiya gaya tha.
",neutral,1
1175,"aap ise sngrhit nahi kar sakte.
",neutral,1
1425,"aur yah ek 40 arab dlar business next 7 varshon men hone ja raha hai
",neutral,1
2160,"jahan kahin aarthik sthiti nahin badli hai, vahan position of women bhi aprivartniy raha hai.
",negative,0
27,"fluctuations jute ke production men utar-chaav , low yield , cost sphiti , labour unrest , uncertain demand , obsolete machinery , kuchh iski major problems hain
",negative,0
2180,"man Giver ko sahooliyat   man Giver ko pareshani   man Giver ko pleasure
",positive,2
831,"vastav men eparchar kal exposure time ko diya gaya vigopan kal hai jo kisi optical system eparchar ke madhyam se chitr satah men kisi kendrbindu par aati hai.
",neutral,1
1379,"agar true to chaynit month nahi badla ja sakta
",positive,2
545,"quran itself states hai aur ve ise pane ke adhikar ke sath pate read
",neutral,1
603,"act men yah bhi unki prtispardhatmakta baane ke roop men in udymon ke facilitate the development ke lie karna chahta hai.
",neutral,1
1661,"lekin, to yah pahli vritt ka quadrant intersection milan bindu hai.
",neutral,1
171,"ne messages arrive par enable audible notifications karen
",neutral,1
906,"sooryast ke samay shnghaee ka puksi region ab tak sun apne horizon ke niche tak nahin smog hai balki yah dhundh  dense  ki rekha tak pahunch gaya hai
",negative,0
173,"paranabhik ko nabhi ke pas sthit jana jata hai
",neutral,1
403,"115kakh 1 jahan kisi assessee ki, jo overseas financial sngathan hai jise isfund iske pashchat apatat nidhi kaha gaya hai kul aay fund,
",neutral,1
32,"highest se highest amount jo mooly rup me di jani amount
",neutral,1
2671,"bina discrimination ke sikhane vale apne habit ke karan ardhendu mustphi apne fellow men lokapriy the.
",neutral,1
2302,"use ek unregistered aboard ke phalak par giraphtar kiya gaya
",negative,0
2166,"job par lagne ke shighr bad hi 1912 me shivdaee ke sath unka vivah ho gaya , jiske sath janm se hi unki mngni ho chuki jivan infancy thi.
",neutral,1
1382,"project manager plugin ke lie Anjuta
",neutral,1
246,"s  doosre argument ki ek time _ second ki aasha karta hai
",negative,0
1106,"correct initial state sikha 17-bit LFSR ke lie , lfsr bhi karna bit
",neutral,1
487,"har time jab bhi aap full aur deep breath lete hain , athva jor se atthas energy hain , to aapko turnt extra urja prapt hoti hai
",positive,2
1583,"us halat men ham mil sit sabhi pakshon par vichar kar sakte hain.
",neutral,1
2141,"adhikidney-pind kidney men capsule ko nirdisht karta hai
",neutral,1
527,"upto marketable hone ki aayu tak pahunchne tak average feed consumption khapat
",neutral,1
2652,"is reason ve pahle brahm samaj men ge kintu vahan unke samaaj ko sntosh nahin huaa.
",negative,0
2072,"aapko yad dilata hai jab aap mail message ke lie ek forgot to add ge
",positive,2
2584,"atlas ke texture ko image file men badal kar dump karen
",negative,0
2148,"lagatar do months tak vah bimar raha.
",negative,0
969,"binoy ke bare men haran baboo us day jo insinuation kar gaye the , vah bhi unhen other aaya.
",neutral,1
1705,"jab heart unmen se blood snchar karta hai to ve phailti hai.
",positive,2
1857,"nagrik aapoorti aur upbhokta mamle tatha sarvajnik vitaran weights and measures nideshalay is vishay se snbndhit sabhi gatividhiyon ko dekhne vali prmukh ejensi hain.
",neutral,1
212,"in sevices ke leaflets men detailed informaiton ke lie patrika available hai.
",neutral,1
2168,"sudden hone vala ek ya more muscle ka involuntary
",neutral,1
1992,"telephone par trained phone operators pharm bhi bhar sakte hain.
",neutral,1
2133,"ye kuchh behad creative kar rahe hain something
",positive,2
1633,"average annual clip lagabhag ek kilogram oon ek bher se utarti hai.
",neutral,1
562,"bharat ke shri pranab mukherjee mukharji kal 27 november, 2012 pnjab ludhiyana ki ek divsiy yatra karenge.
",neutral,1
2318,"british ke press ne bhi is pradarshan ki strong aalochna karte hue likha-sbhi station par rel ke dibbon se bahar ki or munh nikalakar use honour se able karne ki is prkar chhoot di gayi , jaise ki vah kala pani jane vala convict n hokar state ka koee sammanit guest hai
",positive,2
1233,"aur hypocrites men aur munafi aurton aur polytheists men aur polytheists aurton par jo evil ke ha men bure bure opinion rakhte hain wrath nazil kare un par  musibat ki  round gardish hai  aur evil  un par zabnak hai aur usne us par lanat ki hai aur unke lie jahannum ko ready kar rakha hai aur vah  destination  buri jagah hai
",negative,0
594,"file phir lod karne men remote
",negative,0
1023,"donon kamobesh ek hi atmosphere men palit-poshit hue the.
",neutral,1
978,"aarnbhik sequence number  padavanat
",positive,2
1501,"file  temporary fail ko final location   file  men bhejne men viphal :  file
",negative,0
2610,"march 2010 men vice joe biden , clinton aur obama ne ek president phir jerusalem ke sath same fight than weeks aur is president vishesh roop se jerusalam ke sath. is president to administration ko apni foolishness se kadam jones khinchne men keval chhah saptah house jaisa ki washington institute men james jons ke speech aur white haus par elie wiesel ke bhojan se snket mila.
",negative,0
1562,"aur yahan aap dekhenge daniel hoop ko oopar urate hue ,
",neutral,1
2397,"bharvi karib karib kalidas ke contemporary the
",neutral,1
1681,"sarkon ke vikas ke pahle un days river ke road hi transport ke principal communication the.
",neutral,1
803,"column  stnbh ko startup par disk show dikhaen
",neutral,1
278,"kul disbursements bakar 2,629 total rupe hona
",neutral,1
2634,"tos RTP ef packets par service type  TOS   is byte ko network ke dvara saman level ki service gunavatta  QoS  dene ke lie pryog ki jati hai  default value 184  0xB8  corresponds forwarding  EF  PHB ke tadnuroop hai jaisa ki RFC 3246 men paribhashit hai
",positive,2
71,"machinery and implements ki purchase aavdhik rin:
",neutral,1
116,"bharat ne in charchaon men actively and constructively dhng se hisa liya aur duniya se samast parmanu hathiyaron ki samapti ke lie ek samayabaddh karyakram ka prastav karke is sndhi ko nirastrikaran ke dhanche men dhalne ki mang jahir ki.
",negative,0
2577,"shown hai ki jo people len-den vale economic games people who punish dete hain,
",negative,0
566,"plant application ke registration location aavedan breeder athva uske adhinyassi dvara prescribed shulko ke sath prescribed prapatr men application ke name , parental application ka source , athva pnjikrit kie jane vale application ke essential men pryuktath application ka name , application ke vaishishtye , ankan evn geographical sthakan ko line aavashy k characteristics evn claims jaise vivarnon sahit pradhikar ko particulars ja sakti question
",positive,2
2290,"i bhi is programme ki success men kaphi doubts own
",positive,2
953,"yah yeah par synthetic data, easy hai.
",positive,2
460,"uttar tha , yah unka ghar home
",neutral,1
529,"india ke niyntrak-mhalekhaprikshak ke bare men provisions
",neutral,1
1139,"name  dhanpat july १८८० - ८ aktoobar pen  ke upnam se likhne vale dhanapat ray shrivastav hindi aur urdu ke greatest indian writers men se ek hain.
",positive,2
1263,"ayurveda teaches sikhata hai ki ham booe bhi hon to dignity and grace ke sath is avastha men kaise pahunchen.
",positive,2
672,"set garage ki kya job v collection ki varnti hai ya nahin .
",positive,2
739,"india ke essential ke idea ke lie national integration atyavashyak hai.
",neutral,1
937,"islie ichchhit response ke lie sada hi ek word athva signal ka same kiya jana chahie.
",positive,2
1592,"chitrlekha ke ant men pap ki vyakhya karte hue ratnambar kahta haia snsar men pap kuchh bhi nahin hai, vah keval manushy ke drishtikon ki vishamta ka doosra nam hai.
",positive,2
1956,"aur tum apni thing hearts kaho ya khullam khulla vah to dil ke innermost tak se oob vaif hai
",positive,2
1972,"colonies and office parisron aur prdhan karyalay ka snpatti kar, payment of property, pani ke bilon aur vikrtaon ke bilon ka bhugtan
",neutral,1
1547,"father aur son jab himalayas ki ghati men time tab aprail ka foot shuroo ho chuka tha
",positive,2
1051,"jab tak ve caste aur nasl ko milte rahainge tab tak unka business chalta rahega
",neutral,1
1004,"mini steel industry ka bhavi sponge iron aayan ki upalabdhta par nirbhar karega
",neutral,1
2562,"yadi ise adhyapkon ke training is made ang man liya jae, to ham bachchon ko sharirik, mental and emotional aavashkaytaon ki poorti ke lie, adhyapkon ko ek naya aur moolyvan sadhan de paenge.
",positive,2
1093,"lock unable kholne men aksham
",neutral,1
804,"ek peshi jo kisi organ ka aakunchan karti hai
",neutral,1
1817,"jadoogar bole ki aese vajee v manifest signs jo hamare samne aae un par aur jis khuda ne hamko paida kiya us par to ham tumko kisi tarah tarjih nahin de sakte to jo tujhe karna ho kar guzar to bas duniya ki isi zara zindgi par hukoomat kar sakta hai
",positive,2
20,"continue rakhen lagoo kar raha hai ke sath resolved conflicts
",negative,0
1438,"yadypi motions house ki variety proceedings se snbndhit hote hain tathapi unhen tin principal fall men rakha ja sakta hai , arthat mool  sabstentiv  motions , substitute  sabastityoot  motions aur subsidiary  sabsidiyri  motions
",neutral,1
2187,"housing issues ke bare men aapki kaunsil ke decisions on housing honge aur kaunsil aapke samne adhik javab deh hogi
",neutral,1
894,"kheti mukhy roop se family and livestock ki food requirement ke lie ki jati hai.
",neutral,1
993,"deceased accident ke time ek private job kar raha tha
",negative,0
2312,"lid-aaut likhne men kuchh time lead sakta hai
",neutral,1
65,"chhote chhote shishu udyog is samay ke mukhri-oonshchhsh-y shishu udyogon men chini, kagaj aur diyaslari ki charcha ki ja sakti hai
",neutral,1
2444,"achanak uttam ko coral ki chattanon ke bich men ek peculiar si object lying huee dikhaee di.
",negative,0
2006,"ise 1856 men legislative council ke samaksh prastut kiya gaya aur1860 men parit kiya gaya.
",neutral,1
490,"hamen yah sunishchit karna chahie ki in pillars ki sudrita aur avichalta bani ensure
",positive,2
1451,"koee conflict ya disagreement originates hoti hai ya astitv men aati hai.
",negative,0
1944,"nimnlikhit niymon aur sharton par muharbnd liphaphe men, jiske oopar not brikets ki kharid ke lie nivida  likha ho aur jo mahaprbndhak, issue department, bhartiy rizarv baink, kolkata  700 001 ko snbodhit ho, prti baig 40 kilogram lagabhag ke not brikets ki kharid ke lie koteshan ka aamntran is tarah se kiya jata hai ki yah 24 joon 2015 ko 14:00 baje athva uske poorv karyalay men pahunch jae.
",positive,2
328,"understand type nahi paya s
",neutral,1
2090,"attendance ki nominal check uchit check
",neutral,1
59,"dekhe, kare minus 57 divided hai 103 se
",neutral,1
221,"aur ham zarur is kam ko poora karengen aur yoosuph ne apne mulazimon naukron ko hukm diya ki unki jma poonji unke boro men choopke se rakh do taki jab ye log apne ehlo ayal ke pas laut kar jaen to apni put their money le
",neutral,1
2067,"8  disabled tatha senior citizens ki sahaytarth svyn sevak.
",neutral,1
1823,"jisse ki vo is bahut hi important thing ko jari rakh saken
",positive,2
1841,"eeran ke vidrohiyon ke sath irak dvara kiye ja rahe durvyavhar se jo prashn khade hote hain unmen manavta ke aadhar par chinta to hai hi yah irak men goal of minimizing ko badhne se rokne men mujahidine khalk ki mahti bhoomika ko bhi avruddh karta hai.
",positive,2
1962,"meri is post par confirmation ho gee hai.
",neutral,1
395,"saman roop se evident introspection ke lie grounds hain.
",neutral,1
2623,"expenditure  nimnlikhit ke connection men vyay
",neutral,1
1507,"air dispersion mdling aur transformation farmule chhah se ek article samarpit karne ke lie technical quality aur air pollution ke air dispersion mdling
",positive,2
1412,"yadi 20 gram magaj ek kap lukewarm water men avshoshit kiya jaye to brown coloured colour vain ka rng ka halka sungdhit pey taiyar ho jayega.
",neutral,1
2300,"vanaspiti prkar ke pnjikaran hetu aavedan prajanak athva uske adhinyassi dvara nirdharit shulko ke sath nirdharit prapatr men prkar ke nam, paitrik prkar ka srot, athva pnjikrit kie jane vale prkar ke vikas men pryuktath prkar ka nam, prkar ke vaishishtye, ankan evn bhaugolik sthakan ko darshati aavashy k visheshtaon evn davon jaise vivarnon sahit pradhikar ko di ja sakti hai.
",positive,2
160,"prtibimbit lake ke back walking path
",neutral,1
980,"aapko isi range me rahna hai
",neutral,1
2415,"replies ke replies men dvaraakoa headers bigare
",neutral,1
1854,"powered coal ki takat pe khare hue
",neutral,1
2755,"rajiv gandhi advocate training hetu  karna
",neutral,1
2009,"snskrit ke grammar ko vagish shastri ne scientific nature prdan kiya hai.
",neutral,1
967,"prachin tamil literature men mursu ka bhi kee jagah ullekh huaa hai
",neutral,1
2099,"sath hi sath applied science donon ko labh the
",positive,2
1420,"s ko s men sending men error
",negative,0
2,"aur jab unhen yad dilaya jata hai , to ve yad nahin karte ,
",neutral,1
132,"other alava ganesh chaturthi aur janmashtmi kuchh adhik dhoom-dham ke sng janmashtmi jate hain.
",positive,2
1798,"unhonne is sngathan men tin prmukh moolyon parishram, impartiality and integrity ka samavesh kiya.
",positive,2
357,"aur nishchay hi tumhare lie chaupayon men bhi ek shiksha hai. unke peton men jo kuchh hai usmen se ham tumhen pilate hai. au tumhare lie unmen bahut-se fayde hai aur unhen tum khate bhi ho
",positive,2
2485,"kya quantity is equation ke donon pakshon ke lie shamil kiya jana chahie
",neutral,1
561,"tathapi , preferred vyathavsayiyon ke global wage bill tatha vaishvik financial meltdown professionals sorsing vyapavsay processes ke lie ek variy gntavyav sthail ke roop men india ki position ko chunauti de rahi hai.
",positive,2
2629,"yadi yah option is checked hai, har naya drishy code folding ke display marks, yadi code folding upalabdh hai
",neutral,1
1908,"vah officer jise arbitration karne ki responsibility saunpi gayi hai.
",positive,2
1649,"hamare pas poori tarah se autonomous vehicle hai
",neutral,1
2232,"angrej ki aankhon eyes lit aa gee ,
",neutral,1
1893,"premachand ke anusar unki short story, duniya ka sabse precious jewel, san 1907 men prkashit huee.
",positive,2
1126,"nissndeh ham reward the doers hi badla dete hai
",positive,2
253,"installed package   s  ke lie janch raha hai
",neutral,1
606,"nanalal gujarati new poetry men ek naye signature hi nahin , ek naye voice bhi the.
",neutral,1
2260,"kalpana ji space men urne vali first bharat men janmi woman thin aur space men urane vali indian origin ki doosri person thin.
",neutral,1
1318,"aur hamne jahannum ka nigehban to bas pharishton ko banaya hai aur unka ye shumar bhi kaphiron ki aazmaish ke lie murrar kiya taki ahle kitab phauran yain kar len aur momino ka eeman aur jyada ho aur ahle kitab aur mominin kisi tarah sha n karen aur jin logon ke dil men nifak ka marz hai vah aur kaphir log kah baithe ki is masal ke bayan karne se uda ka kya matalab hai yoon uda jise chahta hai gumrahi men chhor deta hai aur jise chahta hai hidayat karta hai aur tumhare paravardigar ke lashakron ko uske siva koee nahin janta aur ye to aadmiyon ke lie bas nasihat hai
",positive,2
1765,"non political aatnkvad-ki terrorism ke objective se nahin hai political purposes par jo sachet dijain banane aur force rakhne ke fear ke uchch star ke lie display balpoorvak  ssacen  purposes lekin ant personal ho ya collective ek political objective ki achievement ke bajae labh
",negative,0
2751,"ye pariyojnaen injiniyron ke outstanding karname hain.
",positive,2
2531,"1 ye niymit defined time frame nahin karti hai
",neutral,1
774,"jab yah saph ho ki goals ko prapt nahin kiya ja sakta hai, to adjust the action n karen, balki apni action steps badlav karen
",negative,0
1483,"is prkar powerless , innocents , krodhit people ne apne authorities par gussa dikhaya tatha apne nikat ke nirdosh people ko nishana banaya
",negative,0
1249,"arbitration nirnay ke lie party ko saunp administer
",positive,2
43,"han, jaise ki doosro ke bare men mansik kalpnaen aur ray.
",positive,2
2287,"aur make you understand ki illiyin kya hai vah ek likha huaa dafatar hai
",neutral,1
1094,"adhik polar ice caps ki ice caps se sagron men jal ka star ba jaega jisse prithvi ka kaphi bara bhoo-bhag ismen doob jaega chin, mistr, indoneshiya, bngladesh aur pashchim bngal ke lie yah khatra mndra raha hai
",negative,0
130,"ham logon ne to ye bat pichhle din men kabhi suni bhi nahin ho n ho ye uski man gant hai
",neutral,1
1012,"jahan par bhagvan shnkar parvti ji ko bhagvan shri ram ki katha suna rahe the vahan kaga kauva ka ek ghosla tha aur uske bhitar baitha kaga bhi us katha ko sun raha tha.
",positive,2
24,"par sharirik prem doosre tat-aatm-hanan-par bridge to cross physical love
",positive,2
30,"ek school men, har koee wearing jeans raha hai, har koee ek saman hai
",neutral,1
1371,"sabhaki sitting ka adjournment  -- adjournment hone par house ki sitting samapt ho jati hai aur house next sitting ke lie niyat time par puna samvet hoti hai.
",neutral,1
1113,"sardar bhagat singh punjab ki  bharat movement banner  nam se viyat youth aandolan ke leader the , jisse bad men chandra chandr ka bhi later sahachary sthapit huaa
",neutral,1
26,"pratyek jiv taste of death chakhnevala hai, aur tumhen to iyamat ke din poora-poora badla de diya jaega. ata jise aag jahannam se hatakar jannat men dail kar diya gaya, vah saphal raha. raha sansarik jivan, to vah maya-samagri ke siva kuchh bhi nahin
",negative,0
1448,"isse ek din pahle unke fourth son age of thirteen varsh ki aayu men akal mrityu ne bhi jald hi unki jivanlila samapt karne men madad ki hogi.
",negative,0
1577,"us din tak ke lie jiska samay jnjat evn niyat day
",positive,2
329,"madhya pradesh snbhavatya subcontinent mahadvip ka snbhatya sabse oldest sthan hai jise gondwana kahte hain  gonds samuday ka ghar.
",neutral,1
1422,"usne hinduism ke principles ka prchar kiya.
",neutral,1
1365,"kam ko sahi karne se adhik mahatvpoorn yah hai ki sahi kam hi kiye thing
",positive,2
296,"is bich priority prapt sector ko di period outstanding lending amount june 1969 se september 2000 ke bich 441 karod se badh kar 1,34,107 crore net ho period , jo public sector ke banks ke shudgh bank lending ka 4341 prtishat thi.
",positive,2
702,"18   vah company jismen public paryapt interested hai  - kisi company ko aesi company , jismen janta82 paryapt roop se interested hai , tab kaha jata hai jab
",neutral,1
886,"patasan ke paudhon ko 21 se 38 digri selsiyas tapman tatha 70 se 80 prtishat sapeksh aardrta ki jaroorat parti hain.
",neutral,1
151,"aur destroyed the rest phir hamne un logon ko utterly kar dala
",negative,0
471,"bajay sach men ek pal ko capturing ke
",neutral,1
260,"kya label widget sabhi upalabdh horizontal space ko bharna chahie
",neutral,1
2197,"vo standing hain , unke rockports joote ek-doosre se thore door , par zamin par achchhi tarah jame hue
",neutral,1
